,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,last_sold_price,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status
house_1410,Mobile/Manufactured Home,1225 Vienna Dr #181 ,SUNNYVALE,CA,94089,238000,3,2," 1,733",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $234,841", Active
house_1411,Mobile/Manufactured Home,1225 Vienna Dr #181 ,SUNNYVALE,CA,94089,238000,3,2," 1,733",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $234,841", Active
house_1412,Mobile/Manufactured Home,1225 Vienna Dr #18 ,SUNNYVALE,CA,94089,249000,3,2," 1,440",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $245,444", Active
house_1413,Mobile/Manufactured Home,1225 Vienna Dr #313 ,SUNNYVALE,CA,94089,135000,2,2," 1,344",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $127,897", Active
house_1414,Mobile/Manufactured Home,1225 Vienna Dr #378 ,SUNNYVALE,CA,94089,259900,3,2," 1,560",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air," Ceiling Fan, Central Forced Air",58,47,72," $255,885", Active
house_1415,Mobile/Manufactured Home,1225 Vienna Dr #393 ,SUNNYVALE,CA,94089,235000,3,2," 1,688",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $229,821", Active
house_1416,Mobile/Manufactured Home,1225 Vienna Dr #662 ,SUNNYVALE,CA,94089,109000,2,2," 1,440",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air," Ceiling Fan, Central Forced Air",58,47,72," $106,114", Active
house_1417,Mobile/Manufactured Home,1225 Vienna Dr #668 ,SUNNYVALE,CA,94089,220000,3,2," 1,830",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air," Ceiling Fan, Central Forced Air",58,47,72," $212,256", Active
house_1418,Mobile/Manufactured Home,1225 Vienna Dr #70 ,SUNNYVALE,CA,94089,279000,3,2," 1,710",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $271,176", Active
house_1419,Mobile/Manufactured Home,1225 Vienna Dr #952 ,SUNNYVALE,CA,94089,199900,2,2," 1,296",,—,—,0,, 2,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Other (See Remarks),58,47,72," $191,754", Active
house_1420,Mobile/Manufactured Home,1225 Vienna Dr #969 ,SUNNYVALE,CA,94089,459000,3,2," 2,025",,—,—,0,, 2,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Gas," Ceiling Fan, Central Forced Air",58,47,72," $450,918", Active
house_1421,Multi-Family (2-4 Unit),1237-1241 Coronado Dr ,SUNNYVALE,CA,94086,5000000,5,—," 7,526", 0.34,1963,1963,0, 8,,,Vargas Elementary School,4,Sunnyvale Middle School,6,Homestead High School,9, Wall Furnace, Window/Wall Unit,40,41,86,, Active
house_1422,Mobile/Manufactured Home,125 N Mary Ave #63 ,SUNNYVALE,CA,94086,354900,3,2," 1,512",,—,—,0,,,,Vargas Elementary School,4,Sunnyvale Middle School,6,Homestead High School,9, Central Forced Air, Central Forced Air,52,37,88," $341,293", Active
house_1423,Mobile/Manufactured Home,125 N Mary Ave #63 ,SUNNYVALE,CA,94086,354900,3,2," 1,512",,—,—,0,,,,Vargas Elementary School,4,Sunnyvale Middle School,6,Homestead High School,9, Central Forced Air, Central Forced Air,52,37,88," $341,293", Active
house_1424,Mobile/Manufactured Home,125 N Mary #7 ,SUNNYVALE,CA,94086,458000,3,2," 1,960",,—,—,0, 8,,,Vargas Elementary School,4,Sunnyvale Middle School,6,Homestead High School,9, Central Forced Air, Ceiling Fan,52,37,88," $439,956", Active
house_1425,Single Family Residential,1378 Wright Ave ,SUNNYVALE,CA,94087,1788000,4,2," 1,371", 0.1698,1955,1955,0,, 2,,West Valley Elementary School,9,Cupertino Middle School,8,Homestead High School,9, Central Forced Air,,53,28,63," $2,055,724", Active
house_1426,Single Family Residential,1487 Norman Dr ,Sunnyvale,CA,94087,3200000,4,3,,,2004,2004,0,,,,Laurelwood Elementary School,8,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7,,,64,43,64,, Coming Soon
house_1427,Single Family Residential,1487 Norman Dr ,Sunnyvale,CA,94087,3200000,4,3,,,2004,2004,0,,,,Laurelwood Elementary School,8,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7,,,64,43,64,, Coming Soon
house_1428,Single Family Residential,1487 Norman Dr ,Sunnyvale,CA,94087,3200000,4,3,,,2004,2004,0,,,,Laurelwood Elementary School,8,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7,,,64,43,64,, Coming Soon
house_1429,Single Family Residential,1531 Blackhawk Dr ,SUNNYVALE,CA,94087,1899000,3,2," 1,721", 0.1466,1964,1964,0,, 2,,Louis E. Stocklmeir Elementary School,9,Cupertino Middle School,8,Fremont High School,8, Central Forced Air (Gas), Central Forced Air,36,36,65," $1,950,611", Active
house_1430,Single Family Residential,1531 Blackhawk Dr ,SUNNYVALE,CA,94087,1899000,3,2," 1,721", 0.1466,1964,1964,0,, 2,,Louis E. Stocklmeir Elementary School,9,Cupertino Middle School,8,Fremont High School,8, Central Forced Air (Gas), Central Forced Air,36,36,65," $1,950,611", Active
house_1431,Single Family Residential,1571 S Wolfe Rd ,SUNNYVALE,CA,94087,1789000,3,2," 1,456", 0.1688,1940,1940,0, 2, 2,,Louis E. Stocklmeir Elementary School,9,Cupertino Middle School,8,Fremont High School,8, Central Forced Air, Central Forced Air,63,40,76," $1,807,836", Active
house_1432,Single Family Residential,1618 Kennewick Dr ,SUNNYVALE,CA,94087,2298000,5,3," 2,590", 0.1919,1959,1959,0,, 2,,West Valley Elementary School,9,Cupertino Middle School,8,Homestead High School,9," Central Forced Air (Gas), Space Heater",,64,33,82,, Active
house_1433,Single Family Residential,1728 Laurentian Way ,Sunnyvale,CA,94087,2400000,4,2,,,1968,1968,0,,,,West Valley Elementary School,9,Cupertino Middle School,8,Homestead High School,9,,,44,30,80,, Coming Soon
house_1434,Multi-Family (2-4 Unit),1737 Noranda Dr ,SUNNYVALE,CA,94087,2399000,8,—," 3,888", 0.1622,1964,1964,0,,,,Chester W. Nimitz Elementary School,6,Cupertino Middle School,8,Homestead High School,9, Gas,,65,37,91," $2,322,400", Active
house_1435,Single Family Residential,214 Twinlake Dr ,SUNNYVALE,CA,94089,1398000,4,3," 1,125", 0.1811,1957,1957,0,, 2,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8," Central Forced Air (Gas), Heat Pump", Central Forced Air,57,39,77,, Active
house_1436,Vacant Land,295 Commercial St ,Sunnyvale,CA,94085,4570000,—,—,,,—,—,0,,,,San Miguel Elementary School,4,Columbia Middle School,3,Fremont High School,8,,,41,34,72," $4,349,070", Active
house_1437,Condo/Co-op,403 Santo Domingo Ter ,SUNNYVALE,CA,94085,1532628,3,2," 1,851",,—,—,418, 10, 2,,,,,,,, Central Forced Air, Central Forced Air,74,39,79,, Active
house_1438,Condo/Co-op,416 Santo Domingo Ter ,SUNNYVALE,CA,94085,1492345,3,2," 1,649",,—,—,418, 10, 2,,,,,,,, Central Forced Air, Central Forced Air,74,39,79,, Active
house_1439,Condo/Co-op,423 Santo Domingo Ter ,SUNNYVALE,CA,94085,1442700,3,2," 1,603",,—,—,418, 10, 2,,,,,,,, Central Forced Air, Central Forced Air,74,39,79,, Active
house_1440,Multi-Family (2-4 Unit),522 S Fair Oaks Ave ,SUNNYVALE,CA,94086,2250000,8,—," 3,603", 0.1777,1968,1968,0, 4,,,Ellis Elementary School,6,Sunnyvale Middle School,6,Fremont High School,8," Fireplace, Wall Furnace",,71,47,89," $2,126,736", Active
house_1441,Multi-Family (2-4 Unit),522 S Fair Oaks Ave ,SUNNYVALE,CA,94086,2250000,8,—," 3,603", 0.1777,1968,1968,0, 4,,,Ellis Elementary School,6,Sunnyvale Middle School,6,Fremont High School,8," Fireplace, Wall Furnace",,71,47,89," $2,126,736", Active
house_1442,Condo/Co-op,578 De Guigne Dr ,SUNNYVALE,CA,94085,1299000,3,2," 1,567",,2010,2010,375, 1, 1,,San Miguel Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air (Gas), Central Forced Air,72,34,76," $1,339,122", Active
house_1443,Mobile/Manufactured Home,600 E Weddell Dr #135 ,SUNNYVALE,CA,94089,239000,3,2," 1,248",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8," Central Forced Air, Gas", Central Forced Air,35,46,71," $231,738", Active
house_1444,Mobile/Manufactured Home,600 E WEDDELL Dr #36 ,SUNNYVALE,CA,94089,225000,2,2," 1,040",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Ceiling Fan,35,46,71," $215,838", Active
house_1445,Condo/Co-op,613 Arcadia Ter #105 ,SUNNYVALE,CA,94085,710000,1,1, 867,,1996,1996,391,, 1,,San Miguel Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air,,70,40,75," $729,613", Active
house_1446,Single Family Residential,636 Smoke Tree Way ,SUNNYVALE,CA,94086,1788000,3,2," 1,685", 0.1525,1971,1971,0, 2, 2,,Ponderosa Elementary School,7,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air (Gas), Central Forced Air,33,37,71," $1,953,050", Active
house_1447,Single Family Residential,682 W Remington Dr ,SUNNYVALE,CA,94087,1758000,4,2," 1,657", 0.1663,1959,1959,0,, 1,,Cumberland Elementary School,9,Sunnyvale Middle School,6,Fremont High School,8, Radiant,,41,37,77," $1,950,277", Active
house_1448,Mobile/Manufactured Home,690 Persian Dr #19 ,SUNNYVALE,CA,94089,189000,2,2," 1,640",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,51,47,72," $187,110", Active
house_1449,Mobile/Manufactured Home,690 Persian Dr #57 ,SUNNYVALE,CA,94089,389000,3,2," 1,740",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8," Central Forced Air, Fireplace, Gas", Central Forced Air,51,47,72," $382,881", Active
house_1450,Condo/Co-op,702 San Conrado Ter #1 ,SUNNYVALE,CA,94085,898000,2,2," 1,078",,1986,1986,442,, 2,,Bishop Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,70,39,79," $897,783", Active
house_1451,Single Family Residential,729 S Mary Ave ,SUNNYVALE,CA,94087,1595000,3,2," 1,210", 0.1414,1955,1955,0, 3, 2,,Cherry Chase Elementary School,9,Sunnyvale Middle School,6,Homestead High School,9, Gas,,81,44,83," $1,715,532", Active
house_1452,Single Family Residential,746 Gavello Ave ,SUNNYVALE,CA,94086,1888000,4,2," 1,744", 0.2502,1954,1954,0,, 2,,Braly Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7," Gas, Wall Furnace",,75,48,86," $1,879,220", Active
house_1453,Single Family Residential,756 Lois Ave ,SUNNYVALE,CA,94087,1695000,4,2," 1,339", 0.1453,1953,1953,0, 2,,,Cherry Chase Elementary School,9,Sunnyvale Middle School,6,Homestead High School,9, Central Forced Air, Central Forced Air,81,44,86," $1,713,350", Active
house_1454,Condo/Co-op,759 Santa Cecilia Ter ,SUNNYVALE,CA,94085,1289270,2,2," 1,378",,—,—,295,, 2,,,,,,,, Central Forced Air (Gas), Multi-Zone,73,38,78,, Active
house_1455,Single Family Residential,839 W Washington Ave ,SUNNYVALE,CA,94086,1718000,3,1," 1,100", 0.1689,1947,1947,0,, 1,,Vargas Elementary School,4,Sunnyvale Middle School,6,Homestead High School,9, Gas,,64,48,86," $1,719,980", Active
house_1456,Single Family Residential,849 S Knickerbocker ,SUNNYVALE,CA,94087,1599000,2,1, 936, 0.1357,1952,1952,0,, 1,,Cherry Chase Elementary School,9,Sunnyvale Middle School,6,Homestead High School,9, Wall Furnace,,59,41,91," $1,673,156", Active
house_1457,Townhouse,865 Carlisle Way #112 ,SUNNYVALE,CA,94087,1099000,2,2," 1,120", 0.02,2007,2007,375, 1,,,Louis E. Stocklmeir Elementary School,9,Cupertino Middle School,8,Fremont High School,8, Central Forced Air, Central Forced Air,77,44,78," $1,239,224", Active
house_1458,Single Family Residential,890 Zinfandel Way ,SUNNYVALE,CA,94087,2800000,5,3," 2,945", 0.1484,2001,2001,0,, 2,,Cumberland Elementary School,9,Sunnyvale Middle School,6,Fremont High School,8, Central Forced Air (Gas), Central Forced Air,69,47,92," $2,854,957", Active
house_1459,Single Family Residential,907 Bluebell Way ,SUNNYVALE,CA,94086,1688000,3,2," 1,622", 0.1729,1968,1968,0,, 2,,Braly Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air,,66,41,87," $1,714,623", Active
house_1460,Single Family Residential,961 Chelan Dr ,Sunnyvale,CA,94087,2099888,3,2,,,1955,1955,0,, 2,,West Valley Elementary School,9,Cupertino Middle School,8,Homestead High School,9,,,50,28,58," $2,073,692", New
house_1461,Single Family Residential,963 Azalea Dr ,SUNNYVALE,CA,94086,1748000,4,2," 1,489", 0.1728,1970,1970,0,, 2,,Braly Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Other (See Remarks),52,37,75," $1,763,342", Active
house_1462,Single Family Residential,963 Azalea Dr ,SUNNYVALE,CA,94086,1748000,4,2," 1,489", 0.1728,1970,1970,0,, 2,,Braly Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Other (See Remarks),52,37,75," $1,763,342", Active
house_1463,Condo/Co-op,999 W Evelyn Ter #80 ,SUNNYVALE,CA,94086,679000,1,1, 822,,1976,1976,440, 18,,,Ellis Elementary School,6,Sunnyvale Middle School,6,Fremont High School,8, Central Forced Air,,35,37,71," $669,198", Active
house_1464,Vacant Land,0 E Mc Kinley Ave ,SUNNYVALE,CA,94086,1899888,4,3," 1,434", 0.0756,—,—,0,, 2,,Ellis Elementary School,6,Sunnyvale Middle School,6,Fremont High School,8, Central Forced Air, Central Forced Air,67,47,85," $1,881,294", Active
house_1465,,1121 Giannitsa Ter ,Sunnyvale,CA,94089,1469857,4,3,,,,,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8,,,49,42,72," $1,516,594", Active
house_1466,Townhouse,1115 Giannitsa Ter ,SUNNYVALE,CA,94089,1579102,4,3," 1,866", 0.0378,—,—,510,, 2,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,49,42,72," $1,567,424", Active
house_1467,Single Family Residential,105 Cascades Cir ,Union City,CA,94587,1148000,5,3,,,1999,1999,0,,,,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan High School,7,,,,,,, Coming Soon
house_1468,Single Family Residential,2454 Balmoral St ,Union City,CA,94587,845000,3,2,,,1967,1968,0,, 2,,Tom Kitayama Elementary School,7,Alvarado Middle School,5,James Logan High School,7,,,,,," $846,505", Active-REO
house_1469,Single Family Residential,2837 Montair Way ,UNION CITY,CA,94587,1248000,5,3," 2,331", 0.1062,1995,1995,185,, 2,,Alvarado Elementary School,7,Cesar Chavez Middle School,3,James Logan High School,7, Central Forced Air (Gas), Central Forced Air,,,," $1,259,187", Active
house_1470,Single Family Residential,294 Maui Cir ,Union City,CA,94587,172500,2,2,,,—,—,0,,,,Tom Kitayama Elementary School,7,Cesar Chavez Middle School,3,James Logan High School,7,,,,,," $162,342", Back On Market
house_1471,Condo/Co-op,3020 Flint St #65 ,Union City,CA,94587,555000,2,2,,,1987,1987,270,,,,Alvarado Elementary School,7,Cesar Chavez Middle School,3,James Logan High School,7,,,,,," $543,624", Price Change
house_1472,Single Family Residential,30793 Vallejo St ,UNION CITY,CA,94587,2500000,3,2," 1,528", 1.2,—,—,0, 10,,,Alvarado Elementary School,7,Cesar Chavez Middle School,3,James Logan High School,7, Central Forced Air,,,,," $2,383,220", Active
house_1473,Single Family Residential,3170 San Angelo Way ,UNION CITY,CA,94587,1049950,6,3," 1,955", 0.1263,1968,1986,0, 4, 2,,Alvarado Elementary School,7,Cesar Chavez Middle School,3,James Logan High School,7, Central Forced Air (Gas),,,,," $1,040,088", Active
house_1474,Single Family Residential,32459 Joyce Way ,Union City,CA,94587,900000,4,2,,,1972,1974,0,, 2,,Delaine Eastin Elementary School,8,Alvarado Middle School,5,,,,,,,," $957,358", New
house_1475,Single Family Residential,32463 Lois Way ,UNION CITY,CA,94587,949900,3,2," 1,320", 0.178,1972,1973,0,, 2,,Pioneer Elementary School,6,Alvarado Middle School,7,,, Central Forced Air (Gas)," Ceiling Fan, Central Forced Air",,,," $1,001,404", Active
house_1476,Single Family Residential,3249 San Luces Way ,Union City,CA,94587,830000,4,2,,,1969,1969,0,, 2,,Alvarado Elementary School,7,Cesar Chavez Middle School,3,James Logan High School,7,,,,,," $854,813", Active
house_1477,Single Family Residential,32707 Empire St ,Union City,CA,94587,975000,4,2,,,1985,1985,0,, 2,,Pioneer Elementary School,6,Alvarado Middle School,7,,,,,,,," $1,048,962", Active
house_1478,Single Family Residential,3306 San Carlos Way ,Union City,CA,94587,935000,3,2,,,1977,1978,0,, 2,,Alvarado Elementary School,7,Cesar Chavez Middle School,3,James Logan High School,7,,,,,," $887,995", Back On Market
house_1479,Single Family Residential,33217 4Th St ,Union City,CA,94587,1225000,5,3,,,1946,1974,0, 1,,,Hillview Crest Elementary School,3,Cesar Chavez Middle School,3,James Logan High School,7,,,,,," $1,211,416", Active
house_1480,Single Family Residential,33631 9th St ,UNION CITY,CA,94587,989000,3,2," 1,154", 0.1263,1919,1919,0,,,,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan High School,7," Central Forced Air, Wall Furnace", Ceiling Fan,,,," $977,778", Active
house_1481,Condo/Co-op,35530 Monterra Ter #203 ,Union City,CA,94587,425000,1,1,,,2001,2001,499,, 1,,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan High School,7,,,,,,, New
house_1482,Condo/Co-op,35550 Monterra Ter #202 ,Union City,CA,94587,620000,2,2,,,—,—,552,, 1,,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan High School,7,,,,,," $620,786", Active
house_1483,Condo/Co-op,4182 Glenwood Ter #4 ,Union City,CA,94587-3921,630000,2,2,,,2001,2001,268,, 2,,Alvarado Elementary School,7,Alvarado Middle School,5,,,,,,,," $664,229", New
house_1484,Townhouse,4246 miramonte ,Union City,CA,94587,579000,3,2,,,1972,1974,250,, 2,,Alvarado Elementary School,7,Alvarado Middle School,5,,,,,,,," $516,851", Active
house_1485,Townhouse,4312 Dyer St ,Union City,CA,94587,6700000,—,—,,,—,—,0, 20,,,Pioneer Elementary School,6,Alvarado Middle School,5,,,,,,,,, Active
house_1486,Single Family Residential,4415 Pinewood Ct ,Union City,CA,94587,1050000,4,2,,,1974,1976,0,, 2,,Pioneer Elementary School,6,Alvarado Middle School,7,,,,,,,," $1,117,268", New
house_1487,Other,4451 Horner St ,Union City,CA,94587,499888,—,—,,,—,—,0,,,,Delaine Eastin Elementary School,8,Alvarado Middle School,5,,,,,,,," $477,074", Active
house_1488,Vacant Land,467 Riviera Dr ,Union City,CA,94587,599988,—,—,,,—,—,0,,,,Guy Jr. Emanuele Elementary School,5,Cesar Chavez Middle School,3,James Logan High School,7,,,,,," $562,605", Active
house_1489,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,
house_1490,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,
house_1491,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,
